Time,id,position,x,y
1711147088.869517:,57,,36.47102737426758,6.23410701751709
1711147088.869517:,63,,34.71512985229492,3.5874598026275635
1711147088.869517:,64,,31.380870819091797,1.0958441495895386
1711147088.9205:,7,,22.741649627685547,1.6301416158676147
1711147088.9205:,9,,38.60095977783203,2.766951084136963
1711147088.9205:,11,,37.32102584838867,3.6593587398529053
1711147088.9205:,14,,13.999658584594727,-0.09773764759302139
1711147088.9205:,15,,34.2241096496582,-5.727151870727539
1711147088.9205:,17,,9.84471607208252,5.547212600708008
1711147088.9205:,18,,35.933143615722656,-10.37156867980957
1711147088.9205:,47,,6.898223876953125,-0.1565425992012024
1711147088.9205:,51,,33.58257293701172,-9.12418270111084
1711147088.9205:,57,,36.47102737426758,6.23410701751709
1711147088.9205:,63,,34.721336364746094,3.526865005493164
1711147088.9205:,64,,31.380870819091797,1.0958441495895386
1711147088.9694629:,7,,22.741649627685547,1.6301416158676147
1711147088.9694629:,11,,37.6259765625,3.622969388961792
1711147088.9694629:,14,,13.999658584594727,-0.09773764759302139
1711147088.9694629:,15,,34.172828674316406,-6.025591850280762
1711147088.9694629:,17,,9.84471607208252,5.547212600708008
1711147088.9694629:,47,,6.898223876953125,-0.1565425992012024
1711147088.9694629:,51,,33.58257293701172,-9.12418270111084
1711147088.9694629:,57,,36.47102737426758,6.23410701751709
1711147088.9694629:,63,,34.727439880371094,3.466259241104126
1711147089.0215452:,7,,22.741649627685547,1.6301416158676147
1711147089.0215452:,11,,37.7987060546875,3.906116485595703
1711147089.0215452:,14,,13.999658584594727,-0.09773764759302139
1711147089.0215452:,15,,34.140811920166016,-6.204437255859375
1711147089.0215452:,17,,9.84471607208252,5.547212600708008
1711147089.0215452:,47,,6.898223876953125,-0.1565425992012024
1711147089.0215452:,51,,33.58257293701172,-9.12418270111084
1711147089.0215452:,57,,36.47102737426758,6.23410701751709
1711147089.0215452:,63,,34.727439880371094,3.466259241104126
1711147089.0704064:,7,,22.741649627685547,1.6301416158676147
1711147089.0704064:,11,,37.91816329956055,3.7179083824157715
1711147089.0704064:,14,,13.999658584594727,-0.09773764759302139
1711147089.0704064:,15,,34.140811920166016,-6.204437255859375
1711147089.0704064:,17,,9.84471607208252,5.547212600708008
1711147089.0704064:,47,,6.898223876953125,-0.1565425992012024
1711147089.0704064:,51,,33.598445892333984,-9.065556526184082
1711147089.0704064:,57,,36.48185348510742,6.170444011688232
1711147089.0704064:,63,,34.733436584472656,3.4056432247161865
1711147089.1205342:,7,,22.741649627685547,1.6301416158676147
1711147089.1205342:,11,,37.91816329956055,3.7179083824157715
1711147089.1205342:,14,,13.999658584594727,-0.09773764759302139
1711147089.1205342:,15,,34.140811920166016,-6.204437255859375
1711147089.1205342:,17,,9.8350191116333,5.564386367797852
1711147089.1205342:,44,,31.286222457885742,0.9285534620285034
1711147089.1205342:,47,,6.898223876953125,-0.1565425992012024
1711147089.1205342:,51,,33.598445892333984,-9.065556526184082
1711147089.1205342:,57,,36.48185348510742,6.170444011688232
1711147089.1205342:,63,,34.733436584472656,3.4056432247161865
1711147089.1695733:,2,,34.381004333496094,-5.383921146392822
1711147089.1695733:,7,,22.741649627685547,1.6301416158676147
1711147089.1695733:,11,,37.91816329956055,3.7179083824157715
1711147089.1695733:,14,,13.999658584594727,-0.09773764759302139
1711147089.1695733:,17,,9.8350191116333,5.564386367797852
1711147089.1695733:,44,,31.27897834777832,1.146947979927063
1711147089.1695733:,47,,6.898223876953125,-0.1565425992012024
1711147089.1695733:,51,,33.629886627197266,-8.948221206665039
1711147089.1695733:,57,,36.48185348510742,6.170444011688232
1711147089.1695733:,63,,34.733436584472656,3.4056432247161865
1711147089.22048:,2,,34.27130889892578,-6.042956352233887
1711147089.22048:,7,,22.741649627685547,1.6301416158676147
1711147089.22048:,11,,38.13002395629883,3.6043484210968018
1711147089.22048:,14,,13.999658584594727,-0.09773764759302139
1711147089.22048:,17,,9.8350191116333,5.564386367797852
1711147089.22048:,44,,31.27897834777832,1.146947979927063
1711147089.22048:,45,,38.697879791259766,0.40525805950164795
1711147089.22048:,47,,6.898223876953125,-0.1565425992012024
1711147089.22048:,51,,33.614219665527344,-9.006902694702148
1711147089.22048:,57,,36.40451431274414,6.02672815322876
1711147089.22048:,63,,34.733436584472656,3.4056432247161865
1711147089.2694678:,2,,34.25000762939453,-6.162548542022705
1711147089.2694678:,7,,22.741649627685547,1.6301416158676147
1711147089.2694678:,11,,38.13002395629883,3.6043484210968018
1711147089.2694678:,14,,13.999658584594727,-0.09773764759302139
1711147089.2694678:,17,,9.8350191116333,5.564386367797852
1711147089.2694678:,47,,6.898223876953125,-0.1565425992012024
1711147089.2694678:,51,,33.614219665527344,-9.006902694702148
1711147089.2694678:,57,,36.435569763183594,5.836033344268799
1711147089.2694678:,63,,34.733436584472656,3.4056432247161865
1711147089.3205996:,2,,34.22828674316406,-6.2820658683776855
1711147089.3205996:,7,,22.741649627685547,1.6301416158676147
1711147089.3205996:,11,,38.13002395629883,3.6043484210968018
1711147089.3205996:,14,,13.999658584594727,-0.09773764759302139
1711147089.3205996:,17,,9.8350191116333,5.564386367797852
1711147089.3205996:,31,,25.387073516845703,-10.82850456237793
1711147089.3205996:,47,,6.898223876953125,-0.1565425992012024
1711147089.3205996:,51,,33.614219665527344,-9.006902694702148
1711147089.3205996:,57,,36.435569763183594,5.836033344268799
1711147089.3205996:,63,,34.6339111328125,3.3958847522735596
1711147089.3695629:,2,,34.22828674316406,-6.2820658683776855
1711147089.3695629:,7,,22.741649627685547,1.6301416158676147
1711147089.3695629:,11,,38.13002395629883,3.6043484210968018
1711147089.3695629:,14,,13.999658584594727,-0.09773764759302139
1711147089.3695629:,17,,9.8350191116333,5.564386367797852
1711147089.3695629:,47,,6.898223876953125,-0.1565425992012024
1711147089.3695629:,51,,33.598445892333984,-9.065556526184082
1711147089.3695629:,57,,36.435569763183594,5.836033344268799
1711147089.3695629:,63,,34.63978576660156,3.3354320526123047
1711147089.420615:,7,,22.741649627685547,1.6301416158676147
1711147089.420615:,11,,38.270877838134766,3.1464388370513916
1711147089.420615:,14,,13.999658584594727,-0.09773764759302139
1711147089.420615:,17,,9.8350191116333,5.564386367797852
1711147089.420615:,38,,38.4997673034668,0.13439008593559265
1711147089.420615:,47,,6.898223876953125,-0.1565425992012024
1711147089.420615:,51,,33.598445892333984,-9.065556526184082
1711147089.420615:,57,,36.435569763183594,5.836033344268799
1711147089.420615:,63,,34.627933502197266,3.456327199935913
1711147089.469689:,7,,22.741649627685547,1.6301416158676147
1711147089.469689:,10,,34.05085754394531,-6.680512428283691
1711147089.469689:,11,,38.276309967041016,3.079638719558716
1711147089.469689:,14,,13.999658584594727,-0.09773764759302139
1711147089.469689:,17,,9.8350191116333,5.564386367797852
1711147089.469689:,47,,6.898223876953125,-0.1565425992012024
1711147089.469689:,51,,33.598445892333984,-9.065556526184082
1711147089.469689:,57,,36.435569763183594,5.836033344268799
1711147089.469689:,63,,34.627933502197266,3.456327199935913
1711147089.5205493:,7,,22.741649627685547,1.6301416158676147
1711147089.5205493:,10,,34.12993240356445,-6.26401424407959
1711147089.5205493:,11,,38.276309967041016,3.079638719558716
1711147089.5205493:,14,,13.999658584594727,-0.09773764759302139
1711147089.5205493:,17,,9.8350191116333,5.564386367797852
1711147089.5205493:,47,,6.898223876953125,-0.1565425992012024
1711147089.5205493:,51,,33.58257293701172,-9.12418270111084
1711147089.5205493:,52,,37.013980865478516,4.610334873199463
1711147089.5205493:,57,,36.435569763183594,5.836033344268799
1711147089.5205493:,63,,34.627933502197266,3.456327199935913
1711147089.5696092:,7,,22.741649627685547,1.6301416158676147
1711147089.5696092:,10,,34.23919677734375,-6.222317218780518
1711147089.5696092:,11,,38.276309967041016,3.079638719558716
1711147089.5696092:,14,,13.999658584594727,-0.09773764759302139
1711147089.5696092:,17,,9.8350191116333,5.564386367797852
1711147089.5696092:,47,,6.898223876953125,-0.1565425992012024
1711147089.5696092:,51,,33.58257293701172,-9.12418270111084
1711147089.5696092:,52,,36.91474914550781,4.59797477722168
1711147089.5696092:,57,,36.435569763183594,5.836033344268799
1711147089.5696092:,63,,34.6339111328125,3.3958847522735596
1711147089.620469:,7,,22.741649627685547,1.6301416158676147
1711147089.620469:,10,,34.23919677734375,-6.222317218780518
1711147089.620469:,11,,38.276309967041016,3.079638719558716
1711147089.620469:,14,,13.999658584594727,-0.09773764759302139
1711147089.620469:,17,,9.8350191116333,5.564386367797852
1711147089.620469:,47,,6.898223876953125,-0.1565425992012024
1711147089.620469:,51,,33.58257293701172,-9.12418270111084
1711147089.620469:,52,,36.91474914550781,4.59797477722168
1711147089.620469:,57,,36.41497802734375,5.963181495666504
1711147089.620469:,63,,34.627933502197266,3.456327199935913
1711147089.6698236:,7,,22.741649627685547,1.6301416158676147
1711147089.6698236:,11,,38.276309967041016,3.079638719558716
1711147089.6698236:,14,,13.999658584594727,-0.09773764759302139
1711147089.6698236:,17,,9.84471607208252,5.547212600708008
1711147089.6698236:,47,,6.898223876953125,-0.1565425992012024
1711147089.6698236:,51,,33.58257293701172,-9.12418270111084
1711147089.6698236:,57,,36.445701599121094,5.77243185043335
1711147089.6698236:,63,,34.627933502197266,3.456327199935913
1711147089.719797:,7,,22.741649627685547,1.6301416158676147
1711147089.719797:,11,,38.24797821044922,3.413541078567505
1711147089.719797:,14,,13.999658584594727,-0.09773764759302139
1711147089.719797:,17,,9.84471607208252,5.547212600708008
1711147089.719797:,24,,31.39693832397461,0.43841245770454407
1711147089.719797:,47,,6.898223876953125,-0.1565425992012024
1711147089.719797:,51,,33.56659698486328,-9.182782173156738
1711147089.719797:,57,,36.445701599121094,5.77243185043335
1711147089.719797:,63,,34.627933502197266,3.456327199935913
1711147089.7707694:,7,,22.741649627685547,1.6301416158676147
1711147089.7707694:,11,,38.276309967041016,3.079638719558716
1711147089.7707694:,14,,13.999658584594727,-0.09773764759302139
1711147089.7707694:,17,,9.84471607208252,5.547212600708008
1711147089.7707694:,27,,34.16062545776367,-6.640152931213379
1711147089.7707694:,47,,6.898223876953125,-0.1565425992012024
1711147089.7707694:,51,,33.56659698486328,-9.182782173156738
1711147089.7707694:,57,,36.445701599121094,5.77243185043335
1711147089.7707694:,63,,34.627933502197266,3.456327199935913
1711147089.8197205:,7,,22.741649627685547,1.6301416158676147
1711147089.8197205:,11,,38.286827087402344,2.9460108280181885
1711147089.8197205:,14,,13.999658584594727,-0.09773764759302139
1711147089.8197205:,17,,9.84471607208252,5.547212600708008
1711147089.8197205:,47,,6.898223876953125,-0.1565425992012024
1711147089.8197205:,51,,33.58257293701172,-9.12418270111084
1711147089.8197205:,57,,36.445701599121094,5.77243185043335
1711147089.8197205:,63,,34.627933502197266,3.456327199935913
1711147089.8706453:,7,,22.741649627685547,1.6301416158676147
1711147089.8706453:,11,,38.270877838134766,3.1464388370513916
1711147089.8706453:,14,,13.999658584594727,-0.09773764759302139
1711147089.8706453:,17,,9.84471607208252,5.547212600708008
1711147089.8706453:,47,,6.898223876953125,-0.1565425992012024
1711147089.8706453:,51,,33.598445892333984,-9.065556526184082
1711147089.8706453:,54,,34.19365310668945,-5.9062700271606445
1711147089.8706453:,57,,36.445701599121094,5.77243185043335
1711147089.8706453:,63,,34.6339111328125,3.3958847522735596
1711147089.9204977:,1,,31.39612579345703,0.49320974946022034
1711147089.9204977:,7,,22.741649627685547,1.6301416158676147
1711147089.9204977:,11,,38.270877838134766,3.1464388370513916
1711147089.9204977:,14,,13.999658584594727,-0.09773764759302139
1711147089.9204977:,17,,9.84471607208252,5.547212600708008
1711147089.9204977:,47,,6.898223876953125,-0.1565425992012024
1711147089.9204977:,51,,33.58257293701172,-9.12418270111084
1711147089.9204977:,57,,36.445701599121094,5.77243185043335
1711147089.9204977:,63,,34.6339111328125,3.3958847522735596
1711147089.9695902:,1,,31.2906551361084,0.7647271156311035
1711147089.9695902:,5,,29.665149688720703,9.983426094055176
1711147089.9695902:,7,,22.741649627685547,1.6301416158676147
1711147089.9695902:,11,,38.270877838134766,3.1464388370513916
1711147089.9695902:,14,,13.999658584594727,-0.09773764759302139
1711147089.9695902:,17,,9.84471607208252,5.547212600708008
1711147089.9695902:,47,,6.898223876953125,-0.1565425992012024
1711147089.9695902:,51,,33.58257293701172,-9.12418270111084
1711147089.9695902:,57,,36.40451431274414,6.02672815322876
1711147089.9695902:,59,,34.22828674316406,-6.2820658683776855
1711147089.9695902:,63,,34.6339111328125,3.3958847522735596
1711147090.0205712:,1,,31.2906551361084,0.7647271156311035
1711147090.0205712:,7,,22.741649627685547,1.6301416158676147
1711147090.0205712:,11,,38.270877838134766,3.1464388370513916
1711147090.0205712:,14,,13.999658584594727,-0.09773764759302139
1711147090.0205712:,17,,9.84471607208252,5.547212600708008
1711147090.0205712:,37,,24.227174758911133,-10.233959197998047
1711147090.0205712:,47,,6.898223876953125,-0.1565425992012024
1711147090.0205712:,51,,33.56659698486328,-9.182782173156738
1711147090.0205712:,57,,36.40451431274414,6.02672815322876
1711147090.0205712:,63,,34.627933502197266,3.456327199935913
1711147090.069698:,7,,22.741649627685547,1.6301416158676147
1711147090.069698:,11,,38.270877838134766,3.1464388370513916
1711147090.069698:,14,,13.999658584594727,-0.09773764759302139
1711147090.069698:,17,,9.84471607208252,5.547212600708008
1711147090.069698:,47,,6.898223876953125,-0.1565425992012024
1711147090.069698:,51,,33.56659698486328,-9.182782173156738
1711147090.069698:,57,,36.32816696166992,6.471032619476318
1711147090.069698:,63,,34.721336364746094,3.526865005493164
1711147090.1196408:,7,,22.741649627685547,1.6301416158676147
1711147090.1196408:,11,,38.276309967041016,3.079638719558716
1711147090.1196408:,14,,13.999658584594727,-0.09773764759302139
1711147090.1196408:,17,,9.84471607208252,5.547212600708008
1711147090.1196408:,21,,34.172828674316406,-6.025591850280762
1711147090.1196408:,47,,6.898223876953125,-0.1565425992012024
1711147090.1196408:,51,,33.56659698486328,-9.182782173156738
1711147090.1196408:,57,,36.32816696166992,6.471032619476318
1711147090.1196408:,63,,34.71512985229492,3.5874598026275635
1711147090.170515:,7,,22.741649627685547,1.6301416158676147
1711147090.170515:,11,,38.26532745361328,3.2132294178009033
1711147090.170515:,14,,13.999658584594727,-0.09773764759302139
1711147090.170515:,17,,9.84471607208252,5.547212600708008
1711147090.170515:,47,,6.898223876953125,-0.1565425992012024
1711147090.170515:,51,,33.56659698486328,-9.182782173156738
1711147090.170515:,53,,25.056243896484375,-10.584171295166016
1711147090.170515:,57,,36.32816696166992,6.471032619476318
1711147090.170515:,63,,34.71512985229492,3.5874598026275635
1711147090.2205484:,7,,22.741649627685547,1.6301416158676147
1711147090.2205484:,11,,38.25966262817383,3.2800099849700928
1711147090.2205484:,14,,13.999658584594727,-0.09773764759302139
1711147090.2205484:,17,,9.84471607208252,5.547212600708008
1711147090.2205484:,40,,34.19365310668945,-5.9062700271606445
1711147090.2205484:,47,,6.898223876953125,-0.1565425992012024
1711147090.2205484:,51,,33.58257293701172,-9.12418270111084
1711147090.2205484:,53,,25.12952423095703,-10.408989906311035
1711147090.2205484:,57,,36.32816696166992,6.471032619476318
1711147090.2205484:,63,,34.721336364746094,3.526865005493164
1711147090.2695887:,6,,31.196151733398438,0.4900682866573334
1711147090.2695887:,7,,22.741649627685547,1.6301416158676147
1711147090.2695887:,11,,38.25387954711914,3.34678053855896
1711147090.2695887:,14,,13.999658584594727,-0.09773764759302139
1711147090.2695887:,17,,9.84471607208252,5.547212600708008
1711147090.2695887:,26,,29.428546905517578,10.36342716217041
1711147090.2695887:,40,,34.29219436645508,-5.923290729522705
1711147090.2695887:,43,,34.7109375,2.4881110191345215
1711147090.2695887:,47,,6.898223876953125,-0.1565425992012024
1711147090.2695887:,51,,33.598445892333984,-9.065556526184082
1711147090.2695887:,53,,25.12952423095703,-10.408989906311035
1711147090.2695887:,57,,36.32816696166992,6.471032619476318
1711147090.2695887:,63,,34.721336364746094,3.526865005493164
1711147090.3195806:,7,,22.741649627685547,1.6301416158676147
1711147090.3195806:,11,,38.270877838134766,3.1464388370513916
1711147090.3195806:,14,,13.999658584594727,-0.09773764759302139
1711147090.3195806:,17,,9.8350191116333,5.564386367797852
1711147090.3195806:,40,,34.29219436645508,-5.923290729522705
1711147090.3195806:,47,,6.898223876953125,-0.1565425992012024
1711147090.3195806:,51,,33.58257293701172,-9.12418270111084
1711147090.3195806:,57,,36.372459411621094,6.217258453369141
1711147090.3195806:,63,,34.70881652832031,3.648043632507324
1711147090.3696404:,7,,22.741649627685547,1.6301416158676147
1711147090.3696404:,11,,38.26532745361328,3.2132294178009033
1711147090.3696404:,14,,13.999658584594727,-0.09773764759302139
1711147090.3696404:,17,,9.8350191116333,5.564386367797852
1711147090.3696404:,25,,34.6111946105957,2.480961322784424
1711147090.3696404:,40,,34.29219436645508,-5.923290729522705
1711147090.3696404:,47,,6.898223876953125,-0.1565425992012024
1711147090.3696404:,51,,33.598445892333984,-9.065556526184082
1711147090.3696404:,56,,35.73773956298828,8.778031349182129
1711147090.3696404:,57,,36.372459411621094,6.217258453369141
1711147090.3696404:,63,,34.70881652832031,3.648043632507324
1711147090.4206474:,7,,22.741649627685547,1.6301416158676147
1711147090.4206474:,11,,38.276309967041016,3.079638719558716
1711147090.4206474:,14,,13.999658584594727,-0.09773764759302139
1711147090.4206474:,17,,9.8350191116333,5.564386367797852
1711147090.4206474:,32,,24.152814865112305,-10.152908325195312
1711147090.4206474:,47,,6.898223876953125,-0.1565425992012024
1711147090.4206474:,51,,33.598445892333984,-9.065556526184082
1711147090.4206474:,57,,36.372459411621094,6.217258453369141
1711147090.4206474:,63,,34.70881652832031,3.648043632507324
1711147090.4707522:,7,,22.741649627685547,1.6301416158676147
1711147090.4707522:,11,,38.270877838134766,3.1464388370513916
1711147090.4707522:,14,,13.999658584594727,-0.09773764759302139
1711147090.4707522:,17,,9.8350191116333,5.564386367797852
1711147090.4707522:,23,,34.18359375,-6.520869731903076
1711147090.4707522:,47,,6.898223876953125,-0.1565425992012024
1711147090.4707522:,51,,33.598445892333984,-9.065556526184082
1711147090.4707522:,57,,36.372459411621094,6.217258453369141
1711147090.4707522:,63,,34.733436584472656,3.4056432247161865
1711147090.5204856:,3,,24.078245162963867,-10.072148323059082
1711147090.5204856:,7,,22.741649627685547,1.6301416158676147
1711147090.5204856:,11,,38.270877838134766,3.1464388370513916
1711147090.5204856:,14,,13.999658584594727,-0.09773764759302139
1711147090.5204856:,17,,9.8350191116333,5.564386367797852
1711147090.5204856:,47,,6.898223876953125,-0.1565425992012024
1711147090.5204856:,51,,33.58257293701172,-9.12418270111084
1711147090.5204856:,57,,36.372459411621094,6.217258453369141
1711147090.5204856:,60,,36.65766906738281,5.0214762687683105
1711147090.5204856:,63,,34.727439880371094,3.466259241104126
1711147090.569659:,4,,34.20615005493164,-6.4015069007873535
1711147090.569659:,7,,22.741649627685547,1.6301416158676147
1711147090.569659:,11,,38.270877838134766,3.1464388370513916
1711147090.569659:,14,,13.999658584594727,-0.09773764759302139
1711147090.569659:,17,,9.8350191116333,5.564386367797852
1711147090.569659:,42,,24.587661743164062,-9.884176254272461
1711147090.569659:,47,,6.898223876953125,-0.1565425992012024
1711147090.569659:,51,,33.58257293701172,-9.12418270111084
1711147090.569659:,57,,36.372459411621094,6.217258453369141
1711147090.569659:,63,,34.733436584472656,3.4056432247161865
1711147090.6206045:,7,,22.741649627685547,1.6301416158676147
1711147090.6206045:,11,,38.270877838134766,3.1464388370513916
1711147090.6206045:,14,,13.999658584594727,-0.09773764759302139
1711147090.6206045:,17,,9.8350191116333,5.564386367797852
1711147090.6206045:,42,,24.777833938598633,-10.212685585021973
1711147090.6206045:,47,,6.898223876953125,-0.1565425992012024
1711147090.6206045:,49,,27.943906784057617,-8.81067943572998
1711147090.6206045:,51,,33.58257293701172,-9.12418270111084
1711147090.6206045:,57,,36.372459411621094,6.217258453369141
1711147090.6206045:,63,,34.721336364746094,3.526865005493164
1711147090.6706817:,7,,22.741649627685547,1.6301416158676147
1711147090.6706817:,11,,38.270877838134766,3.1464388370513916
1711147090.6706817:,14,,13.999658584594727,-0.09773764759302139
1711147090.6706817:,17,,9.8350191116333,5.564386367797852
1711147090.6706817:,42,,24.777833938598633,-10.212685585021973
1711147090.6706817:,47,,6.898223876953125,-0.1565425992012024
1711147090.6706817:,51,,33.58257293701172,-9.12418270111084
1711147090.6706817:,57,,36.372459411621094,6.217258453369141
1711147090.6706817:,63,,34.721336364746094,3.526865005493164
1711147090.7205892:,7,,22.741649627685547,1.6301416158676147
1711147090.7205892:,11,,38.270877838134766,3.1464388370513916
1711147090.7205892:,14,,13.999658584594727,-0.09773764759302139
1711147090.7205892:,17,,9.8350191116333,5.564386367797852
1711147090.7205892:,19,,34.137237548828125,-6.759355068206787
1711147090.7205892:,47,,6.898223876953125,-0.1565425992012024
1711147090.7205892:,51,,33.56659698486328,-9.182782173156738
1711147090.7205892:,57,,36.372459411621094,6.217258453369141
1711147090.7205892:,63,,34.721336364746094,3.526865005493164
1711147090.7705212:,7,,22.741649627685547,1.6301416158676147
1711147090.7705212:,11,,38.270877838134766,3.1464388370513916
1711147090.7705212:,14,,13.999658584594727,-0.09773764759302139
1711147090.7705212:,17,,9.8350191116333,5.564386367797852
1711147090.7705212:,19,,34.09666442871094,-6.442631721496582
1711147090.7705212:,28,,38.3997688293457,0.13404102623462677
1711147090.7705212:,47,,6.898223876953125,-0.1565425992012024
1711147090.7705212:,51,,33.58257293701172,-9.12418270111084
1711147090.7705212:,57,,36.372459411621094,6.217258453369141
1711147090.7705212:,63,,34.627933502197266,3.456327199935913
1711147090.8205252:,7,,22.741649627685547,1.6301416158676147
1711147090.8205252:,11,,38.270877838134766,3.1464388370513916
1711147090.8205252:,14,,13.999658584594727,-0.09773764759302139
1711147090.8205252:,17,,9.8350191116333,5.564386367797852
1711147090.8205252:,19,,34.12993240356445,-6.26401424407959
1711147090.8205252:,47,,6.898223876953125,-0.1565425992012024
1711147090.8205252:,51,,33.598445892333984,-9.065556526184082
1711147090.8205252:,57,,36.35053634643555,6.344183921813965
1711147090.8205252:,63,,34.627933502197266,3.456327199935913
1711147090.8706727:,7,,22.741649627685547,1.6301416158676147
1711147090.8706727:,11,,38.270877838134766,3.1464388370513916
1711147090.8706727:,14,,13.999658584594727,-0.09773764759302139
1711147090.8706727:,17,,9.8350191116333,5.564386367797852
